Username,Time,Message
1, 07/19/06 2:47:24 PM , what did u just say
1, 07/19/06 2:47:29 PM , i didnt understand it
0, 07/19/06 2:47:49 PM , i said i already know i like u
0, 07/19/06 2:48:01 PM , im sure ill like him too
1, 07/19/06 2:48:22 PM , do u want him to love u too
0, 07/19/06 2:49:00 PM , gues if hes nice lol
1, 07/19/06 2:49:21 PM , did u play with urself last night
0, 07/19/06 2:49:44 PM , a lil
0, 07/19/06 2:53:44 PM , lol
0, 07/19/06 2:53:51 PM , i get it now
0, 07/19/06 2:54:11 PM , wen u said is she online now it was the wrong window
0, 07/19/06 2:54:12 PM , lol
0, 07/19/06 2:57:24 PM , r u busy ?
1, 07/19/06 2:58:20 PM , yes yes
0, 07/19/06 2:58:35 PM , o k ill let u go
1, 07/19/06 2:58:39 PM , no i am not
1, 07/19/06 3:03:30 PM , u there
0, 07/19/06 3:03:35 PM , yea
0, 07/19/06 3:04:32 PM , guess ur busy chattin
0, 07/19/06 3:04:34 PM , its ok
1, 07/19/06 3:05:20 PM , ur not talking
0, 07/19/06 3:05:36 PM , lol didnt want to get in the way
1, 07/19/06 3:05:44 PM , u can never do that
0, 07/19/06 3:06:00 PM , aww thats sweet
1, 07/19/06 3:06:46 PM , yea so u ready for friday
0, 07/19/06 3:07:02 PM , yea sounds cool lol r u ?
1, 07/19/06 3:08:26 PM , yes i am
1, 07/19/06 3:08:34 PM , what time will they leave
0, 07/19/06 3:08:53 PM , probly by lunch time he said
0, 07/19/06 3:08:59 PM , ill make lunch
0, 07/19/06 3:09:03 PM , wat do u like ?
1, 07/19/06 3:09:15 PM , what do u mean what do i like
0, 07/19/06 3:09:21 PM , to eat
1, 07/19/06 3:09:38 PM , what do u plan to cook for me
0, 07/19/06 3:09:49 PM , wat do u like ?
0, 07/19/06 3:10:35 PM , i can make sandwiches for lunch
,,
1, 07/19/06 4:17:28 PM , hello
0, 07/19/06 4:17:37 PM , hey
1, 07/19/06 4:18:34 PM , when do i get ur #
0, 07/19/06 4:19:12 PM , mm i guess i can give it to u soon lol
0, 07/19/06 4:19:30 PM , HIS-GF wants u to plz im her
0, 07/19/06 4:19:51 PM , she wants to tell u something
1, 07/19/06 4:20:01 PM , telll me what
0, 07/19/06 4:20:27 PM , i dont think she wants u guys to b mad at each other or something
0, 07/19/06 4:20:31 PM , NO
0, 07/19/06 4:20:35 PM , NOT be mad lol
1, 07/19/06 4:20:58 PM , ok i am not
0, 07/19/06 4:21:13 PM , good
0, 07/19/06 4:22:12 PM , did u talk to her ?
1, 07/19/06 4:22:30 PM , i am now
0, 07/19/06 4:22:40 PM , k
1, 07/19/06 4:29:14 PM , waht have u talked to HIS-GF bout
0, 07/19/06 4:29:22 PM , hi
0, 07/19/06 4:29:27 PM , like wat ?
1, 07/19/06 4:29:43 PM , like anything
0, 07/19/06 4:30:04 PM , she was just giving me advice
0, 07/19/06 4:30:30 PM , she asked wat the deal is with u n me n her
0, 07/19/06 4:31:19 PM , n she said u lied about something
0, 07/19/06 4:31:31 PM , r u friends again ?
1, 07/19/06 4:31:41 PM , yea
0, 07/19/06 4:31:46 PM , cool
0, 07/19/06 4:34:17 PM , shes happy ur friends again
0, 07/19/06 4:34:19 PM , me too
1, 07/19/06 4:35:11 PM , ok cool
1, 07/19/06 4:35:14 PM , she started it
0, 07/19/06 4:35:42 PM , lol least ur ok now
1, 07/19/06 4:36:01 PM , what kinda advise did she give u
0, 07/19/06 4:36:55 PM , i was just askin if she ever like did that with 2 guys
0, 07/19/06 4:37:06 PM , she said she did n its cool
1, 07/19/06 4:37:48 PM , i think it may be too much for u
0, 07/19/06 4:38:33 PM , oh
0, 07/19/06 4:38:45 PM , up to u
1, 07/19/06 4:39:34 PM , dont wanta hurt u
1, 07/19/06 4:39:43 PM , and have u hating what happened
0, 07/19/06 4:39:52 PM , i wont
0, 07/19/06 4:40:02 PM , its up to u tho
1, 07/19/06 4:42:25 PM , i hope u dont get me in trouble
0, 07/19/06 4:42:43 PM , no way id get in big trbl
0, 07/19/06 4:42:54 PM , i dont want anyone knowin
0, 07/19/06 4:43:01 PM , ur the one keeps telling ppl lol
1, 07/19/06 4:43:59 PM , i mean like the cops
1, 07/19/06 4:44:06 PM , r u sure they r going to leave
0, 07/19/06 4:44:30 PM , yea grandma was doing wash n packing already
0, 07/19/06 4:44:51 PM , she said shes going food shopping in the morning so i have food
0, 07/19/06 4:45:17 PM , thats u i asked wat u like lol
0, 07/19/06 4:45:23 PM , she asked me wat to get
1, 07/19/06 4:45:45 PM , oh
1, 07/19/06 4:45:51 PM , what r u going to get for me
0, 07/19/06 4:46:04 PM , wats ur favorite ?
1, 07/19/06 4:46:30 PM , i like pizza
1, 07/19/06 4:46:34 PM , chips what ever
0, 07/19/06 4:46:46 PM , mm cool
0, 07/19/06 4:46:49 PM , good idea
1, 07/19/06 4:46:54 PM , what is
0, 07/19/06 4:46:58 PM , pizza
1, 07/19/06 4:47:09 PM , yep
1, 07/19/06 4:47:17 PM , she should leave u money to order out
0, 07/19/06 4:47:25 PM , yea she said she would
0, 07/19/06 4:49:47 PM , she said for emergencies
1, 07/19/06 4:49:51 PM , ok cool how much
0, 07/19/06 4:49:55 PM , idk
1, 07/19/06 4:51:07 PM , just asking
1, 07/19/06 4:51:16 PM , so how bad do u wanta do this
0, 07/19/06 4:51:53 PM , sounds kinda cool lol
0, 07/19/06 4:52:01 PM , im so bored this whole summer
1, 07/19/06 4:52:27 PM , r u sure no one will come by
1, 07/19/06 4:52:31 PM , to check on u
0, 07/19/06 4:53:28 PM , im sure lol nobody did before
1, 07/19/06 4:53:51 PM , cuz i would be like damn
0, 07/19/06 4:54:29 PM , no lol nobody ever did
1, 07/19/06 4:55:01 PM , can i get ur #
0, 07/19/06 4:55:26 PM , mmm k
1, 07/19/06 4:55:49 PM , ok waiting
0, 07/19/06 4:56:24 PM , u cant call while they r here
1, 07/19/06 4:56:35 PM , i never will
0, 07/19/06 4:57:15 PM , k
1, 07/19/06 4:58:01 PM , ok ur #
0, 07/19/06 4:59:21 PM , k im really trustin u
1, 07/19/06 4:59:33 PM , why would i call u
1, 07/19/06 4:59:41 PM , i just wanta make sure u r real
0, 07/19/06 5:00:01 PM , i already talked to u lots lol
0, 07/19/06 5:00:27 PM , wat do u mean real ?
1, 07/19/06 5:00:29 PM , i mean not some cop undercover
0, 07/19/06 5:00:35 PM , lol
0, 07/19/06 5:00:40 PM , im not a cop
0, 07/19/06 5:01:04 PM , k im done laughin hard lol
1, 07/19/06 5:01:14 PM , well if u were me
1, 07/19/06 5:01:20 PM , u would think the same way
1, 07/19/06 5:01:26 PM , i am coming 135 miles
1, 07/19/06 5:01:32 PM , some place i never been
1, 07/19/06 5:01:39 PM , to some white people house
0, 07/19/06 5:01:51 PM , oh i c
0, 07/19/06 5:02:07 PM , its ok nobody is around
0, 07/19/06 5:02:23 PM , our house is even way far back from the road
1, 07/19/06 5:02:33 PM , do u know how to tell me to get to the house
1, 07/19/06 5:02:39 PM , when i get to the town
0, 07/19/06 5:03:01 PM , yea i think i can its easy
1, 07/19/06 5:03:15 PM , how big is this town
0, 07/19/06 5:04:15 PM , not big its small i dont know how big really
1, 07/19/06 5:04:26 PM , ok
1, 07/19/06 5:04:33 PM , whats the name of this town again
0, 07/19/06 5:04:36 PM , its like real small
1, 07/19/06 5:05:34 PM , ok the name boo
0, 07/19/06 5:05:48 PM , k im trusting you lol
1, 07/19/06 5:06:22 PM , ok
0, 07/19/06 5:06:22 PM , Fortson
1, 07/19/06 5:08:34 PM , i ok how do i make it give me
1, 07/19/06 5:08:41 PM , directions how to get there
0, 07/19/06 5:08:55 PM , make wat give u ?
1, 07/19/06 5:09:07 PM , map quest
0, 07/19/06 5:09:21 PM , ohh yea i was playing with that its so cool
0, 07/19/06 5:09:28 PM , u can find anyplace
0, 07/19/06 5:09:45 PM , u just put like the city n state in the from and to
1, 07/19/06 5:09:53 PM , ok
0, 07/19/06 5:09:54 PM , u click on like directions i think
1, 07/19/06 5:12:55 PM , ok
1, 07/19/06 5:12:58 PM , what town r u near
0, 07/19/06 5:13:13 PM , like columbus is a big town near here
1, 07/19/06 5:16:03 PM , ok can
1, 07/19/06 5:16:08 PM , u get the directions
1, 07/19/06 5:16:13 PM , and email them to me
0, 07/19/06 5:16:21 PM , k
0, 07/19/06 5:23:24 PM , k i did it lol
0, 07/19/06 5:23:30 PM , wats ur email ?
0, 07/19/06 5:23:52 PM , oh i got it
1, 07/19/06 5:24:33 PM , 1 @ yahoo.com
0, 07/19/06 5:26:08 PM , did u get it ? 
0, 07/19/06 5:27:55 PM , did HIS-GF go ?
1, 07/19/06 5:31:58 PM , yea i think
1, 07/19/06 5:32:03 PM , let me check
1, 07/19/06 5:32:08 PM , can u come online tonight
0, 07/19/06 5:32:14 PM , ok
0, 07/19/06 5:32:29 PM , r u goin ?
1, 07/19/06 5:32:29 PM , will u be
0, 07/19/06 5:32:34 PM , if u want
0, 07/19/06 5:32:39 PM , i will
1, 07/19/06 5:32:40 PM , yea i want
0, 07/19/06 5:32:46 PM , ok
1, 07/19/06 5:32:51 PM , did u talk to any other guys last night
0, 07/19/06 5:33:14 PM , ther was a guy imd me i think for a few nothin bad tho
0, 07/19/06 5:33:41 PM , i dont even remember who it was
0, 07/19/06 5:34:10 PM , y ?
0, 07/19/06 5:36:09 PM , every time i come on somebody or a few im me lol
1, 07/19/06 5:37:00 PM , jjust asking
1, 07/19/06 5:37:08 PM , i am sure lots of guys wanta talkto u
0, 07/19/06 5:37:18 PM , is that bad ?
1, 07/19/06 5:38:40 PM , no
1, 07/19/06 5:38:45 PM , just like ladies like me
0, 07/19/06 5:38:50 PM , ohh
0, 07/19/06 5:39:02 PM , yea lol bet u get lots of ims
1, 07/19/06 5:39:12 PM , no
1, 07/19/06 5:39:16 PM , ladies dont im guys
1, 07/19/06 5:39:22 PM , i have to go looking
0, 07/19/06 5:40:08 PM , oh
0, 07/19/06 5:40:36 PM , thats how u found me huh ? lol
1, 07/19/06 5:41:55 PM , yes it is boo
0, 07/19/06 5:42:01 PM , 
1, 07/19/06 5:43:18 PM , and i am lucky i did
0, 07/19/06 5:43:24 PM , 
1, 07/19/06 5:44:57 PM , whats on ur mind
0, 07/19/06 5:45:18 PM , nothin i was just putting clothes away
0, 07/19/06 5:45:48 PM , wats on ur mind ?
1, 07/19/06 5:46:03 PM , not alot i got tht
1, 07/19/06 5:46:20 PM , ok send me the thing from map quest that has the mad on it
0, 07/19/06 5:46:26 PM , ohh
0, 07/19/06 5:46:28 PM , k
0, 07/19/06 5:50:12 PM , k hope it worked
1, 07/19/06 5:52:21 PM , it did
1, 07/19/06 5:52:24 PM , from what i see
1, 07/19/06 5:52:31 PM , i just stay on 82 west
1, 07/19/06 5:52:39 PM , i dont get off of it
0, 07/19/06 5:53:11 PM , i guess
1, 07/19/06 5:53:48 PM , frfrom what i see
1, 07/19/06 5:55:41 PM , ok what u doing
0, 07/19/06 5:55:57 PM , done hanging up clothes just sitting here
0, 07/19/06 5:56:49 PM , wat r u doin ?
1, 07/19/06 5:58:03 PM , nothng looking at this map thing
0, 07/19/06 5:58:13 PM , is it real far ?
1, 07/19/06 5:58:53 PM , its like a hundred so miles
0, 07/19/06 5:59:05 PM , wow
1, 07/19/06 5:59:59 PM , yea it is
0, 07/19/06 6:00:24 PM , too far ?
1, 07/19/06 6:01:30 PM , no i will come
0, 07/19/06 6:01:37 PM , k
1, 07/19/06 6:01:46 PM , u should pay me to come see u
0, 07/19/06 6:01:53 PM , wat ?
0, 07/19/06 6:02:18 PM , hope ur jokin
1, 07/19/06 6:03:03 PM , sexy its not like u have money anyways
0, 07/19/06 6:03:15 PM , so ur jokin ?
1, 07/19/06 6:04:22 PM , yes
1, 07/19/06 6:04:29 PM , not like u would give me anything
0, 07/19/06 6:04:55 PM , thats not really funny 
1, 07/19/06 6:05:58 PM , would u
0, 07/19/06 6:06:36 PM , lol i hope ur teasin
0, 07/19/06 6:07:10 PM , u wan na come here n do that stuff wit me
0, 07/19/06 6:08:00 PM , then u say this stuff
1, 07/19/06 6:08:26 PM , i am teasing
1, 07/19/06 6:08:30 PM , r u getting mad
0, 07/19/06 6:08:44 PM , i was hopin ur teasing
1, 07/19/06 6:09:09 PM , did i upset u
0, 07/19/06 6:09:28 PM , not yet cuz i figured ur teasing
1, 07/19/06 6:10:19 PM , i wouldnt mind having a rich girl
1, 07/19/06 6:10:21 PM , haaaaaaaaaa
0, 07/19/06 6:10:31 PM , lol ur funny
1, 07/19/06 6:11:42 PM , i know boo
1, 07/19/06 6:11:46 PM , well i wouldnt
0, 07/19/06 6:12:26 PM , r u comin cuz u like me ?
1, 07/19/06 6:12:50 PM , baby what could be the other reason
1, 07/19/06 6:13:05 PM , have u told me u would do anything for me
0, 07/19/06 6:13:18 PM , ill do wat u want
1, 07/19/06 6:13:53 PM , what do u mean
0, 07/19/06 6:14:14 PM , i mean wat u said lol
1, 07/19/06 6:14:39 PM , so what would u do for me
0, 07/19/06 6:14:51 PM , w/e u want lol
1, 07/19/06 6:15:31 PM , i want u to come back with me he wants to take her away from her home
0, 07/19/06 6:15:45 PM , back where ?
1, 07/19/06 6:15:58 PM , here
0, 07/19/06 6:16:16 PM , u mean like when u go home ?
1, 07/19/06 6:16:28 PM , yes
0, 07/19/06 6:16:40 PM , for how long ?
1, 07/19/06 6:16:51 PM , for a while
1, 07/19/06 6:16:57 PM , see u wont do what i want
0, 07/19/06 6:17:08 PM , i just wan na kno wat u want lol
1, 07/19/06 6:17:29 PM , i want u all the time
0, 07/19/06 6:17:45 PM , aww really ?
1, 07/19/06 6:18:19 PM , yea
1, 07/19/06 6:18:25 PM , so will u do it
0, 07/19/06 6:18:59 PM , to like live wit u ?
1, 07/19/06 6:19:23 PM , yes
0, 07/19/06 6:19:36 PM , wow u really like me that much ? 
1, 07/19/06 6:19:48 PM , yes
1, 07/19/06 6:19:52 PM , will u do it
0, 07/19/06 6:20:29 PM , wow lol i got ta think
0, 07/19/06 6:21:44 PM , wow lol
1, 07/19/06 6:22:52 PM , just say no
1, 07/19/06 6:22:56 PM , u know u wont do it
0, 07/19/06 6:23:03 PM , i just got ta think lol
0, 07/19/06 6:23:23 PM , maybe after u come n c if we like each other we can talk
1, 07/19/06 6:23:36 PM , i know what i want
1, 07/19/06 6:23:40 PM , if u r afraid
0, 07/19/06 6:23:48 PM , im not afraid
1, 07/19/06 6:23:53 PM , and dont wanta hurt ur family i understand
0, 07/19/06 6:23:59 PM , its a big thing to think about
0, 07/19/06 6:24:24 PM , cant just decide just like that
0, 07/19/06 6:25:16 PM , didnt even c u yet
0, 07/19/06 6:25:33 PM , i really like u alot too
1, 07/19/06 6:28:28 PM , well baby forget i asked u
0, 07/19/06 6:28:41 PM , just got ta get to kno u better
1, 07/19/06 6:29:18 PM , brb
0, 07/19/06 6:29:26 PM , k
,,
1, 07/19/06 11:32:31 PM , r u sleepy
0, 07/19/06 11:32:37 PM , hi
0, 07/19/06 11:32:41 PM , not really
0, 07/19/06 11:32:56 PM , how r u ?
1, 07/19/06 11:33:47 PM , ok
1, 07/19/06 11:33:50 PM , cuz if u r
1, 07/19/06 11:33:54 PM , i wont keep u
0, 07/19/06 11:34:03 PM , nope im good
0, 07/19/06 11:34:44 PM , u said brb like hrs ago i think lol
1, 07/19/06 11:35:54 PM , i know
1, 07/19/06 11:36:01 PM , have u been online that long
0, 07/19/06 11:36:17 PM , had it open
0, 07/19/06 11:36:25 PM , just hangin in my room
0, 07/19/06 11:36:39 PM , i hear it jingle when somebody pops up lol
1, 07/19/06 11:36:53 PM , ok
1, 07/19/06 11:37:03 PM , any of ur friends from back home came on
0, 07/19/06 11:37:10 PM , yea
1, 07/19/06 11:38:04 PM , ok how r they doing
0, 07/19/06 11:38:16 PM , ok
1, 07/19/06 11:38:41 PM , any sexy ladies like u came online
0, 07/19/06 11:39:01 PM , lol idk ther nice
1, 07/19/06 11:39:18 PM , ok sexy
1, 07/19/06 11:39:24 PM , have u been thinking of me
0, 07/19/06 11:39:40 PM , yea
0, 07/19/06 11:39:48 PM , wondered were u went lol
1, 07/19/06 11:39:59 PM , sorry
0, 07/19/06 11:40:02 PM , jk
0, 07/19/06 11:40:03 PM , lol
0, 07/19/06 11:40:06 PM , no prob
1, 07/19/06 11:40:06 PM , have alot going here
0, 07/19/06 11:40:10 PM , oh
0, 07/19/06 11:40:17 PM , everything ok ?
1, 07/19/06 11:41:56 PM , yea i am good
0, 07/19/06 11:42:40 PM , good 
1, 07/19/06 11:43:23 PM , i miss u though
0, 07/19/06 11:43:55 PM , aww miss u too 
1, 07/19/06 11:44:44 PM , yes did u think bout what i asked u
0, 07/19/06 11:45:16 PM , yea
0, 07/19/06 11:45:43 PM , its really cool u like me 
1, 07/19/06 11:46:02 PM , u know i love u
0, 07/19/06 11:46:13 PM , aww ur sweet
1, 07/19/06 11:46:49 PM , what do u feel for me
0, 07/19/06 11:47:25 PM , ur really sweet n interesting n cool
0, 07/19/06 11:47:59 PM , i really like u alot
1, 07/19/06 11:48:16 PM , i wanta keep u here
0, 07/19/06 11:48:30 PM , wow
0, 07/19/06 11:48:34 PM , 
0, 07/19/06 11:48:55 PM , mayb we can talk bout it on friday
1, 07/19/06 11:49:23 PM , if u dont want that i will forget that
0, 07/19/06 11:49:55 PM , i just should get to know u first
1, 07/19/06 11:51:29 PM , well not like we will have lots of time to decide
0, 07/19/06 11:52:24 PM , ok
0, 07/19/06 11:52:42 PM , we have friday right ?
0, 07/19/06 11:53:06 PM , how long were u gon na stay ?
1, 07/19/06 11:53:13 PM , some hours
1, 07/19/06 11:53:21 PM , i hope they r gone by 11
0, 07/19/06 11:53:44 PM , i asked tonight he said by 12 probly
1, 07/19/06 11:54:02 PM , ok
1, 07/19/06 11:54:19 PM , so i will leave here at 10
0, 07/19/06 11:54:25 PM , ok
1, 07/19/06 11:56:24 PM , so what r u wearing
0, 07/19/06 11:57:03 PM , comfy pants n tank top
1, 07/19/06 11:58:24 PM , mmmmmm ok
1, 07/19/06 11:58:35 PM , have u thought bout how u will dress friday
0, 07/19/06 11:58:46 PM , not really yet
1, 07/19/06 11:59:14 PM , ok
1, 07/19/06 11:59:26 PM , well u will be naked most the time
0, 07/19/06 11:59:52 PM , k lol
,,
07/20/06,,
1, 07/20/06 12:00:06 AM , have u thought bout that
0, 07/20/06 12:00:17 AM , bout wat ?
1, 07/20/06 12:01:09 AM , being naked
1, 07/20/06 12:01:13 AM , wih me
0, 07/20/06 12:01:18 AM , yea lol
1, 07/20/06 12:01:52 AM , how does it make u feel
0, 07/20/06 12:02:03 AM , kinda curious lol
1, 07/20/06 12:03:19 AM , i hope u r passionate
0, 07/20/06 12:04:08 AM , i think i am
1, 07/20/06 12:04:22 AM , did u kiss ur ex b/f alot
0, 07/20/06 12:04:27 AM , yea
1, 07/20/06 12:05:25 AM , did he ever touch u naked
0, 07/20/06 12:05:43 AM , kinda partly
1, 07/20/06 12:06:01 AM , where did he touch u
0, 07/20/06 12:06:13 AM , just up top lol
1, 07/20/06 12:07:02 AM , ok did u like that
0, 07/20/06 12:07:24 AM , yea lol
1, 07/20/06 12:07:42 AM , u like feeling sexy dont u
0, 07/20/06 12:08:16 AM , gues so lol
0, 07/20/06 12:10:19 AM , 
1, 07/20/06 12:10:45 AM , u like me wanting u so bad huh
0, 07/20/06 12:10:59 AM , kinda nice lol
1, 07/20/06 12:11:20 AM , u willing to live up to what i want
0, 07/20/06 12:11:47 AM , ill try
0, 07/20/06 12:12:02 AM , wat do u want ?
1, 07/20/06 12:12:22 AM , all the things i have told u bout
0, 07/20/06 12:12:30 AM , ok
0, 07/20/06 12:13:04 AM , 
1, 07/20/06 12:13:41 AM , did u touch ur pussy last night
0, 07/20/06 12:14:10 AM , yea a lil
1, 07/20/06 12:14:25 AM , how did it make u feel
0, 07/20/06 12:15:45 AM , kinda was cool lol
1, 07/20/06 12:16:02 AM , did it make u wet
0, 07/20/06 12:16:36 AM , kinda lol
1, 07/20/06 12:17:51 AM , when i talk to u on the phone sometimes
1, 07/20/06 12:17:57 AM , i stroke my dick
0, 07/20/06 12:18:03 AM , oh yea ?
1, 07/20/06 12:18:23 AM , yes
0, 07/20/06 12:18:50 AM , ok
1, 07/20/06 12:19:00 AM , do u wanta taste my cum
0, 07/20/06 12:19:14 AM , lol
0, 07/20/06 12:19:24 AM , guess if u want me too
1, 07/20/06 12:19:36 AM , what if u dont like how it taste
0, 07/20/06 12:20:06 AM , if u like it doesnt matter
0, 07/20/06 12:20:40 AM , i got ta learn lol
0, 07/20/06 12:20:55 AM , guys like that right ?
1, 07/20/06 12:21:03 AM , yes
1, 07/20/06 12:21:13 AM , dont be afraid to make sounds either
0, 07/20/06 12:21:45 AM , ok u like that ?
1, 07/20/06 12:21:52 AM , yes
0, 07/20/06 12:21:56 AM , k
1, 07/20/06 12:23:06 AM , have u ever moaned when a guy touched u
0, 07/20/06 12:23:49 AM , lol guess some
1, 07/20/06 12:24:07 AM , i wanta lick ur pussy first
0, 07/20/06 12:24:28 AM , k lol
1, 07/20/06 12:25:18 AM , before u suck my dick
0, 07/20/06 12:25:42 AM , k
1, 07/20/06 12:26:40 AM , want u to let go with me
0, 07/20/06 12:26:52 AM , ok
1, 07/20/06 12:28:04 AM , what if i cum in u
0, 07/20/06 12:28:33 AM , ohh um i dont really want a baby yet
1, 07/20/06 12:29:22 AM , will u get mad if i do
0, 07/20/06 12:29:37 AM , idk wats better ?
1, 07/20/06 12:29:52 AM , u wont get pregent
0, 07/20/06 12:30:12 AM , i wont ?
1, 07/20/06 12:30:36 AM , no
0, 07/20/06 12:31:19 AM , k
1, 07/20/06 12:32:37 AM , if i cum in ur ass u dont
0, 07/20/06 12:32:45 AM , ok
1, 07/20/06 12:33:48 AM , do u cry easy
0, 07/20/06 12:34:03 AM , not real easy
0, 07/20/06 12:34:12 AM , but sometimes i do
1, 07/20/06 12:34:27 AM , have u been spanked by a guy before
0, 07/20/06 12:34:36 AM , no lol
1, 07/20/06 12:35:07 AM , i wanta spank u
0, 07/20/06 12:35:24 AM , k if u want
1, 07/20/06 12:35:43 AM , and finger ur asshole
0, 07/20/06 12:35:58 AM , is that fun ?
1, 07/20/06 12:36:11 AM , if u like sex
1, 07/20/06 12:36:23 AM , i told u to stick a finger there see how it is
0, 07/20/06 12:36:51 AM , yea
1, 07/20/06 12:37:41 AM , did u do it
0, 07/20/06 12:37:51 AM , not yet
1, 07/20/06 12:38:26 AM , i want u to do it
1, 07/20/06 12:38:33 AM , if u dont like it i wont do it
0, 07/20/06 12:38:58 AM , if u want ill try
1, 07/20/06 12:39:44 AM , if i do it i wont wanta stop
0, 07/20/06 12:40:04 AM , ok
1, 07/20/06 12:40:57 AM , so dont u wanta see if u would like it first
0, 07/20/06 12:41:35 AM , if u want u can show me
1, 07/20/06 12:42:24 AM , do u have any kinda lubercant
0, 07/20/06 12:42:56 AM , like wat ?
1, 07/20/06 12:43:13 AM , something
1, 07/20/06 12:43:16 AM , we could use
0, 07/20/06 12:44:17 AM , i dont think so
0, 07/20/06 12:44:31 AM , never saw anything like that
1, 07/20/06 12:44:37 AM , like grease
1, 07/20/06 12:44:42 AM , or baby oil
0, 07/20/06 12:44:57 AM , mm dont think so
1, 07/20/06 12:45:32 AM , it would make it easy
0, 07/20/06 12:45:36 AM , ok
1, 07/20/06 12:45:38 AM , to slide it inside u
1, 07/20/06 12:48:02 AM , u there
0, 07/20/06 12:48:38 AM , yea
0, 07/20/06 12:48:53 AM , i went n looked in the bathroom lol
0, 07/20/06 12:48:57 AM , dont c any
1, 07/20/06 12:49:16 AM , i guess we can use cooking oil
0, 07/20/06 12:50:41 AM , k u know better lol
1, 07/20/06 12:51:28 AM , yes i do
1, 07/20/06 12:51:34 AM , i dont want u to cry
0, 07/20/06 12:51:43 AM , ok
0, 07/20/06 12:51:47 AM , i wont
1, 07/20/06 12:52:52 AM , i will never forget u
0, 07/20/06 12:53:10 AM , 
0, 07/20/06 12:53:17 AM , ill never forget u too
1, 07/20/06 12:53:37 AM , u r too sweet
1, 07/20/06 12:54:41 AM , send me one of ur pics again
0, 07/20/06 12:54:46 AM , k
1, 07/20/06 12:56:09 AM , how old is that pic
0, 07/20/06 12:57:04 AM , its from the beginning of summer
1, 07/20/06 12:57:09 AM , ok
1, 07/20/06 12:57:15 AM , so r u fair skinned
0, 07/20/06 12:57:20 AM , yea
1, 07/20/06 12:57:22 AM , or do u have a tan
0, 07/20/06 12:57:37 AM , im kinda fair yet i use sunscreen
0, 07/20/06 12:57:40 AM , is that ok ?
1, 07/20/06 12:59:04 AM , yea it is
1, 07/20/06 12:59:14 AM , i would like for u to call me
1, 07/20/06 12:59:18 AM , but i know u cant
0, 07/20/06 1:00:04 AM , kinda late he might hear i probly can tomorrow
1, 07/20/06 1:00:16 AM , what time
1, 07/20/06 1:00:24 AM , i will be home till 11
0, 07/20/06 1:00:35 AM , k w/e u want
1, 07/20/06 1:01:14 AM , can u get online bout 9 30 tomorrow
0, 07/20/06 1:01:23 AM , at night ?
1, 07/20/06 1:01:40 AM , that morning
0, 07/20/06 1:01:56 AM , maybe if im up lol
1, 07/20/06 1:02:19 AM , awwwwwwwwwww
1, 07/20/06 1:02:32 AM , u could get up then go back to sleep later
0, 07/20/06 1:02:42 AM , i could try
0, 07/20/06 1:02:44 AM , 
1, 07/20/06 1:04:29 AM , please do it for me
0, 07/20/06 1:04:36 AM , k ill try
1, 07/20/06 1:05:30 AM , i kno u r tired
0, 07/20/06 1:06:28 AM , 
1, 07/20/06 1:07:26 AM , kinda
0, 07/20/06 1:10:06 AM , 
1, 07/20/06 1:10:29 AM , ask me anything u wanta
0, 07/20/06 1:11:39 AM , mmm like wat ?
1, 07/20/06 1:11:50 AM , anything
0, 07/20/06 1:13:46 AM , mm idk lol do u have a car ?
1, 07/20/06 1:13:56 AM , yes
1, 07/20/06 1:13:58 AM , i do
1, 07/20/06 1:14:06 AM , how could i drive to come see u
0, 07/20/06 1:14:13 AM , k true lol
0, 07/20/06 1:14:16 AM , is it cool ?
0, 07/20/06 1:14:29 AM , doesnt matter if not just wonderin
1, 07/20/06 1:15:23 AM , yea i do boo
1, 07/20/06 1:15:30 AM , not a bomb
0, 07/20/06 1:15:36 AM , doesnt matter 
0, 07/20/06 1:16:07 AM , my old bf 's car was like really old
1, 07/20/06 1:16:16 AM , how old
0, 07/20/06 1:16:18 AM , it was a stationwagon too lol
0, 07/20/06 1:16:32 AM , idk but it made noises when he drove it
0, 07/20/06 1:16:38 AM , like rattles
1, 07/20/06 1:16:44 AM , no i have a new car
0, 07/20/06 1:16:50 AM , cool
1, 07/20/06 1:17:44 AM , sexy u seem sleepy and all
1, 07/20/06 1:18:17 AM , i will be online tomorrow bout 10
0, 07/20/06 1:18:39 AM , k
0, 07/20/06 1:18:41 AM , 
0, 07/20/06 1:18:43 AM , nite
1, 07/20/06 1:20:08 AM , r u going to lay down
0, 07/20/06 1:20:13 AM , yea
0, 07/20/06 1:20:21 AM , u ?
0, 07/20/06 1:20:31 AM , nite
0, 07/20/06 1:20:37 AM , - *
1, 07/20/06 1:20:40 AM , yea kiss bye
,,
0, 07/20/06 6:50:22 PM , hey marcus im sry i couldnt call this mornin grandma made me go food shopping wit her 
0, 07/20/06 10:38:59 PM , hey tried callin u tonite but i guess i got ur number wrong not sure if u really wanted to come now but if u do im here EDIT ADDRESS n n my number is EDIT if u just wan na talk
,,
07/21/06,,
1, 07/21/06 7:51:55 AM , i can not belive u didnt
1, 07/21/06 7:51:55 AM , leave me ur #
1, 07/21/06 7:51:55 AM , awwwwwwwwwww
1, 07/21/06 7:51:55 AM , damn
1, 07/21/06 7:51:55 AM , i had to work last night
